key;joiningdate;surname;forename;group;newsletter
GI-104935; 1992-10-18; Journel; Dietrich; EMERITUS; false
GI-109263; 1988-09-26; Ermel; Szabolcs; FULL; false
GI-103829; 1996-06-03; Beausoleil; Renee; EMERITUS; true
GI-106137; 1986-08-17; Morrin; Rosella; EMERITUS; true
GI-104963; 1989-06-03; Tibblin; Sergi; FULL; false
GI-104483; 1987-07-29; Gilg; Miomir; EMERITUS; false
GI-105221; 1985-11-07; Demeyer; Marla; STUDENT; false
GI-101528; 1986-07-01; Berstel; Ult; EMERITUS; false
GI-101892; 1993-07-08; Backhouse; Chriss; REDUCED; true
GI-107652; 1986-07-25; Gruenwald; Leah; REDUCED; false
GI-107314; 1987-06-14; Henders; Valeri; EMERITUS; false
GI-105759; 1985-12-12; Ramaiah; Herb; EMERITUS; true
GI-100952; 1989-02-02; Babu; Yongqiao; FULL; false
GI-103289; 1987-12-07; Fetvedt; Gretta; EMERITUS; false
GI-106443; 1990-09-20; Khasidashvili; Hatim; REDUCED; false
GI-103477; 1991-03-18; Hartvigsen; Jungsoon; EMERITUS; true
GI-109465; 1996-02-29; Bala; Martial; REDUCED; false
GI-109805; 1993-04-07; Michaeli; Aiichiro; EMERITUS; true
GI-107732; 1985-08-20; Rahier; Adam; STUDENT; false
GI-104271; 1990-02-07; Thorelli; Mircea; REDUCED; true
GI-106837; 1985-11-17; Deverell; Hatim; REDUCED; true
GI-103378; 1991-09-24; Ravishankar; Guenter; REDUCED; true
GI-109113; 1988-12-24; Syang; Almudena; REDUCED; true
GI-100719; 1994-10-11; Berztiss; Parto; REDUCED; false
GI-104311; 1991-09-17; Cairo; Cheong; STUDENT; true
GI-101959; 1991-08-12; Suessmith; Sastry; FULL; false
GI-109491; 1992-04-29; Strandh; Gor; REDUCED; true
GI-107199; 1988-03-13; Unno; Volkmar; REDUCED; false
GI-101440; 1993-11-08; Ratnakar; Arra; FULL; true
GI-106893; 1986-05-19; Fadgyas; Chinho; EMERITUS; false
GI-109816; 1985-08-04; Laurillard; Vasiliy; EMERITUS; false
GI-102133; 1988-01-04; Kornyak; Shakhar; FULL; true
GI-109730; 1989-09-20; Srimani; Behnaam; FULL; false
GI-100957; 1986-04-09; Kalloufi; Yongqiao; FULL; false
GI-104529; 1986-04-30; Chinal; Jaideep; FULL; false
GI-108935; 1990-12-15; Kabayashi; Heejo; REDUCED; false
GI-105774; 1987-04-22; Seuren; Tsz; FULL; false
GI-104397; 1989-08-16; Fairtlough; Vincent; FULL; false
GI-103330; 1987-03-31; Wendorf; Arto; FULL; false
GI-103443; 1988-04-07; Narwekar; Marit; FULL; false
GI-104623; 1996-08-28; Perry; Jaroslava; FULL; true
GI-104532; 1991-07-02; Senzako; Duke; EMERITUS; true
GI-103947; 1987-05-10; Baranowski; Willard; EMERITUS; true
GI-105016; 1995-01-08; Roccetti; Adam; FULL; true
GI-108233; 1994-10-03; Pocchiola; Mizuhito; FULL; false
GI-102771; 1985-07-28; Pettis; Satyanarayana; EMERITUS; true
GI-108417; 1987-08-24; Markovitch; Byong; FULL; false
GI-104464; 1988-11-26; Demeyer; Tiina; FULL; false
GI-100405; 1993-03-08; Stiles; Matk; STUDENT; false
GI-109755; 1987-03-09; Baezner; Adamantios; REDUCED; true
GI-106557; 1991-11-17; Nitta; Sushant; EMERITUS; false
GI-108724; 1994-07-04; Gustavson; Breannda; STUDENT; true
GI-102286; 1990-10-27; Hempstead; Arve; FULL; true
GI-103032; 1988-06-15; Demian; Henk; EMERITUS; true
GI-106125; 1989-03-21; Cunliffe; Lansing; REDUCED; true
GI-106442; 1985-02-17; Ranon; Marek; FULL; true
GI-103912; 1990-11-03; Bazelow; Gao; EMERITUS; false
GI-108653; 1988-12-17; Haumacher; Akeel; REDUCED; true
GI-102826; 1986-05-09; Shackell; Kazuyasu; FULL; true
GI-102706; 1994-06-15; Ranze; Christoph; EMERITUS; true
GI-109963; 1992-01-04; Sommen; Sreekrishna; EMERITUS; true
GI-104541; 1987-10-17; Stassinopoulos; Sajjan; FULL; false
GI-100757; 1988-06-08; Leaver; Kiyotoshi; EMERITUS; true
GI-103383; 1987-10-29; Rohrbach; Adam; STUDENT; false
GI-101750; 1986-01-03; Swab; Insup; EMERITUS; false
GI-107022; 1987-03-09; Motley; Aruna; EMERITUS; false
GI-103207; 1994-10-06; Chachaty; Salvador; FULL; true
GI-102723; 1995-06-26; Tempesti; Raimond; EMERITUS; false
GI-105480; 1991-04-15; Arlazarov; Sumali; EMERITUS; true
GI-100006; 1987-06-10; Standera; Mohit; FULL; false
GI-101886; 1988-04-05; Benantar; Bernt; FULL; false
GI-106952; 1990-09-21; Werthner; Ingemar; FULL; false
GI-108414; 1993-04-10; Polupanov; Muzhong; REDUCED; false
GI-108921; 1987-06-09; Openshaw; Fan; FULL; false
GI-104274; 1986-10-11; Hedayat; Jaana; FULL; true
GI-109158; 1992-08-15; McAlpine; Haldon; FULL; true
GI-107625; 1996-12-06; Erev; Mantis; REDUCED; false
GI-104396; 1985-12-27; Rahier; Wonhee; EMERITUS; true
GI-102630; 1987-08-29; Chepyzhov; Lorien; EMERITUS; true
GI-101186; 1986-12-21; Hofman; Jayson; REDUCED; false
GI-104771; 1988-04-06; Takanami; Mara; REDUCED; true
GI-107447; 1986-12-06; Dahlbom; Soenke; STUDENT; true
GI-100315; 1987-12-16; Strooper; Gila; FULL; true
GI-102427; 1991-09-09; Fendler; Unal; FULL; true
GI-100094; 1987-03-03; Selvestrel; Suzette; REDUCED; true
GI-105884; 1990-10-18; Rettelbach; Shay; EMERITUS; false
GI-108468; 1986-02-14; Dalton; Premsyl; FULL; true
GI-107691; 1990-10-04; Lammel; Heping; FULL; false
GI-109791; 1996-07-13; Schicker; Heekeun; REDUCED; true
GI-101412; 1986-07-07; Acton; Xiahua; FULL; false
GI-107746; 1992-09-10; Kropf; Naftali; FULL; false
GI-105648; 1994-11-22; Sessa; DAIDA; EMERITUS; true
GI-102626; 1985-05-21; Borstler; Babette; REDUCED; true
GI-104628; 1986-05-05; Stranks; Brewster; STUDENT; true
GI-107081; 1992-01-26; Chachaty; Ramalingam; FULL; false
GI-100753; 1998-10-23; Weedon; Waiman; FULL; true
GI-101568; 1995-09-06; Theuretzbacher; Angel; REDUCED; true
GI-105059; 1986-08-23; Stiles; Munir; EMERITUS; false
GI-104496; 1991-01-13; Boguraev; Christophe; FULL; true
GI-109626; 1988-06-23; Keustermans; Pantung; STUDENT; true
GI-101476; 1995-07-07; Spell; Yefim; EMERITUS; true
GI-102939; 1989-06-12; Horswill; Vojin; FULL; true
GI-103312; 1986-11-14; Osgood; Dhritiman; FULL; true
GI-103997; 1990-12-07; Streit; Susanne; STUDENT; true
GI-109949; 1995-12-01; Rosis; Emran; REDUCED; false
GI-103977; 1985-02-26; Ecklund; Shaleah; FULL; true
GI-101744; 1989-04-04; Borovoy; Pragnesh; EMERITUS; true
GI-109366; 1990-05-30; Kragelund; Ferdinand; FULL; false
GI-108631; 1991-11-12; Peron; Yagil; STUDENT; false
GI-109519; 1989-06-11; Molenkamp; Minghong; FULL; true
GI-107260; 1985-06-09; Nitta; Tokuyasu; FULL; true
GI-101731; 1988-09-02; Syrzycki; Jungsoon; STUDENT; false
GI-103186; 1988-05-16; Frolund; Amabile; FULL; false
GI-105840; 1987-06-29; Limongiello; Alain; STUDENT; false
GI-103218; 1986-08-07; Turnbull; Yurij; STUDENT; true
GI-106524; 1990-12-02; Jonsson; Vasilis; EMERITUS; false
GI-103476; 1991-08-12; Vural; Shir; STUDENT; true
GI-109576; 1989-11-16; Angot; Mohan; REDUCED; false
GI-109500; 1993-12-05; Thebaut; Marco; EMERITUS; false
GI-103566; 1986-09-01; Etalle; Phuoc; REDUCED; true
GI-102106; 1988-02-07; Etalle; Toshiki; EMERITUS; true
GI-109683; 1985-06-18; Lamparter; Taiji; FULL; false
GI-107245; 1995-06-24; Brobst; Adel; EMERITUS; false
GI-105284; 1986-05-14; Denny; Jaques; FULL; false
GI-107609; 1986-05-18; Wossner; Mary; REDUCED; false
GI-108732; 1986-05-14; Choobineh; Weiwu; FULL; true
GI-100625; 1988-10-04; Pusterhofer; Shunichi; EMERITUS; true
GI-102402; 1988-06-28; Syang; Chenyi; STUDENT; false
GI-102353; 1986-11-26; Vrecion; Ziva; EMERITUS; false
GI-108566; 1985-11-06; Ballarin; King; FULL; true
GI-105855; 1989-11-07; Pardalos; Danel; EMERITUS; true
GI-106351; 1991-10-16; Peac; Shakhar; REDUCED; false
GI-102421; 1990-06-15; Vieth; Mong; EMERITUS; true
GI-104595; 1986-11-03; Kavanagh; Flemming; STUDENT; true
GI-105360; 1986-08-21; Terkki; Nathan; FULL; true
GI-100524; 1990-07-01; Muhlberg; Hugh; FULL; false
GI-106282; 1992-02-25; Grospietsch; Jacqueline; STUDENT; false
GI-108347; 1993-02-08; Perin; Xuejia; FULL; false
GI-101764; 1987-09-01; Shackel; Claudi; STUDENT; true
GI-105315; 1985-08-15; Chleq; Muzhong; FULL; false
GI-107230; 1989-04-01; Merkl; Godehard; FULL; false
GI-105325; 1987-09-12; Bouloucos; Kazuhide; FULL; true
GI-107278; 1988-01-02; Wendorf; Arunas; REDUCED; false
GI-109249; 1992-04-03; Prenel; Wanqing; EMERITUS; true
GI-102644; 1988-03-25; Munke; Chrisa; REDUCED; false
GI-104263; 1995-11-24; Demri; Cullen; FULL; false
GI-109441; 1994-09-08; Akazan; Abdulah; FULL; true
GI-101562; 1985-04-30; Skafidas; Aleksander; FULL; false
GI-108227; 1988-09-26; Murthy; Christoph; REDUCED; true
GI-102593; 1985-10-04; Bugaenko; Subhrajyoti; EMERITUS; false
GI-106005; 1985-11-18; Schmiedel; Carrsten; FULL; false
GI-105906; 1989-03-16; Maginnis; Sanjai; EMERITUS; true
GI-104040; 1992-11-19; Ferretti; Zhensheng; FULL; true
GI-106589; 1987-01-28; Harllee; Annemarie; STUDENT; false
GI-106072; 1986-08-07; Tibblin; Tadahiro; STUDENT; false
GI-103607; 1991-11-06; Litecky; Nectarios; REDUCED; false
GI-103507; 1987-11-24; Vidya; Sanjai; STUDENT; false
GI-105141; 1988-10-15; Swick; Florina; REDUCED; false
GI-107550; 1988-03-14; Braunschweig; Billur; REDUCED; false
GI-106823; 1993-04-03; Mawatari; Baruch; FULL; true
GI-108740; 1987-05-16; Radhakrishnan; Nikolaos; FULL; false
GI-100548; 1994-11-17; Grin; Magdalena; EMERITUS; false
GI-107046; 1987-08-06; Michaeli; Premsyl; FULL; true
GI-108322; 1994-12-06; Krohn; Cordelia; REDUCED; false
GI-108993; 1988-05-17; Kroll; Vishu; FULL; false
GI-100677; 1993-04-29; Giaccio; Mingdong; REDUCED; false
GI-101230; 1987-12-06; Eiter; Yishay; FULL; true
GI-100817; 1997-01-08; Schueller; Xiaoqiang; EMERITUS; true
GI-100899; 1994-04-19; Pramanik; Renny; FULL; true
GI-107743; 1996-02-17; Setiz; Dante; STUDENT; true
GI-109516; 1997-10-03; Rosar; Kagan; EMERITUS; true
GI-100592; 1995-10-19; Maksimenko; Hugh; FULL; true
GI-109100; 1988-09-17; Hanratty; Mads; FULL; false
GI-100832; 1988-07-11; Krupka; Hidde; FULL; false
GI-105006; 1987-09-02; Greenaway; Muzhong; STUDENT; true
GI-101463; 1987-09-02; Selvestrel; Uri; REDUCED; true
GI-103275; 1985-10-13; Cherinka; Reinhold; STUDENT; false
GI-104341; 1995-04-04; Rohrbach; Florina; REDUCED; true
GI-109830; 1991-09-10; Bratsberg; Katrin; EMERITUS; true
GI-108020; 1995-01-27; Cappelletti; Kazuhito; REDUCED; true
GI-101616; 1992-08-24; Brodie; Jianwen; EMERITUS; false
GI-106196; 1994-11-04; Nilsson; Shigenori; EMERITUS; false
GI-102509; 1988-10-30; Erde; Niranjan; REDUCED; false
GI-108626; 1989-03-03; Weedon; Tomofumi; EMERITUS; false
GI-107538; 1990-05-29; Socorro; Kayoko; FULL; true
GI-106113; 1992-09-18; Angot; Chenye; REDUCED; true
GI-109180; 1986-12-07; Sevcikova; Tianruo; FULL; true
GI-109945; 1991-10-25; Zielinski; Rayond; REDUCED; false
GI-103706; 1993-12-01; Chepyzhov; Danae; FULL; false
GI-104821; 1990-03-10; Bardell; Jaana; FULL; true
GI-108463; 1986-12-24; Munoz; Constantijn; STUDENT; true
GI-100949; 1992-02-25; Schahn; Remko; STUDENT; false
GI-103729; 1989-06-30; Zockler; Subhash; STUDENT; true
GI-109564; 1993-10-29; Gadepally; Tua; FULL; false
GI-109137; 1989-11-06; Hofstetter; Moti; FULL; true
GI-102458; 1990-10-26; Hiltgen; Syozo; REDUCED; true
GI-101047; 1988-03-09; Pashtan; Steve; EMERITUS; false
GI-102784; 1993-06-15; Linnainmaa; Bernardo; EMERITUS; true
GI-107845; 1987-12-24; Harbusch; Florina; FULL; true
GI-102537; 1985-02-02; Vesna; Jingling; REDUCED; true
GI-104009; 1988-05-16; Marchegay; Karsten; STUDENT; false
GI-106038; 1987-06-22; Baumann; Subhrajyoti; EMERITUS; false
GI-101720; 1997-11-16; Bail; Pascal; EMERITUS; true
GI-104583; 1988-06-03; Serre; Weicheng; REDUCED; true
GI-102122; 1989-06-06; VanScheik; Danil; EMERITUS; false
GI-100559; 1990-05-02; Milicia; Yannik; FULL; true
GI-108153; 1998-09-16; Swiler; Boalin; STUDENT; false
GI-102329; 1991-01-20; Fordan; Katsuo; EMERITUS; false
GI-108961; 1996-07-14; Vitiello; Kyoichi; EMERITUS; false
GI-106096; 1991-08-03; Rosaz; Yakichi; FULL; true
GI-103055; 1986-06-24; Bala; Troy; EMERITUS; true
GI-104928; 1995-12-30; Munke; Bodh; EMERITUS; true
GI-104325; 1990-12-10; Baar; Siamak; FULL; false
GI-100255; 1990-08-23; Olivero; Keiichiro; FULL; false
GI-108896; 1989-03-16; Narwekar; Pranav; FULL; true
GI-102439; 1987-11-03; Vernadat; Lihong; REDUCED; true
GI-105077; 1989-06-02; Hashii; Masasuke; REDUCED; true
GI-106542; 1991-05-09; Schieder; Jovan; FULL; false
GI-107028; 1986-01-21; Budinsky; Gianluca; EMERITUS; false
GI-109928; 1988-04-18; Hiyoshi; Kerryn; EMERITUS; false
GI-105310; 1987-03-06; Capobianchi; Masaru; REDUCED; false
GI-106313; 1992-03-27; Zaccaria; Gio; FULL; true
GI-108932; 1997-10-11; Seghrouchni; Claude; FULL; false
GI-106576; 1991-06-12; Aamodt; Bartek; STUDENT; false
GI-103250; 1987-03-05; Tibblin; Toshiko; EMERITUS; true
GI-104703; 1987-11-03; Reutenauer; Munehiko; STUDENT; true
GI-100944; 1988-07-09; Brookner; Tristan; FULL; true
GI-106315; 1994-11-16; Hellwagner; Marc; STUDENT; true
GI-107905; 1988-03-08; Rodiger; Constantino; EMERITUS; true
GI-100110; 1992-05-13; Oxman; Yefim; REDUCED; true
GI-103817; 1991-05-03; Serot; Mani; FULL; true
GI-109420; 1989-03-16; DeMori; Lunjin; FULL; false
GI-102915; 1988-03-11; Armand; Mototsugu; EMERITUS; false
GI-103511; 1991-11-17; Pellegrinelli; Mircea; EMERITUS; true
GI-104264; 1987-12-12; Sadowsky; Bezalel; EMERITUS; true
GI-105417; 1988-06-28; Schreiter; Shir; EMERITUS; false
GI-101814; 1985-06-25; Masaki; Makato; EMERITUS; true
GI-103963; 1993-12-15; Schwabacher; Weicheng; FULL; false
GI-106498; 1985-05-14; Luce; Huei; STUDENT; false
GI-102887; 1993-12-13; Ullian; Frazer; REDUCED; true
GI-105259; 1990-04-08; Gimarc; Arno; STUDENT; true
GI-109539; 1994-03-25; Pocchiola; Koichi; EMERITUS; true
GI-107730; 1986-06-09; Domenig; Margo; EMERITUS; true
GI-101422; 1986-12-17; Siochi; Nishit; FULL; false
GI-109445; 1987-01-30; Terekhov; Falguni; FULL; false
GI-106342; 1985-08-17; Pokrovskii; Gil; FULL; false
GI-105959; 1986-08-11; Schiettecatte; Mikhail; FULL; false
GI-102386; 1990-12-09; Vilarrasa; Aiichiro; EMERITUS; false
GI-103047; 1987-08-28; Olano; Parke; FULL; false
GI-100902; 1999-03-23; Piveteau; Hironoby; FULL; false
GI-108821; 1993-01-16; Birke; Divine; EMERITUS; true
GI-102679; 1990-06-11; Kobuchi; Dipayan; FULL; true
GI-101295; 1995-01-30; Willoner; Gita; FULL; false
GI-100414; 1993-01-05; Emiris; Sverrir; STUDENT; false
GI-108088; 1992-12-27; Itzfeldt; Georgi; REDUCED; false
GI-105599; 1990-11-10; Biong; Chanjung; FULL; true
GI-106829; 1986-01-07; Lindqvist; Kiyomitsu; EMERITUS; false
GI-104731; 1990-05-30; Hofstetter; Guther; EMERITUS; false
GI-103680; 1991-11-20; Furudate; Marie; EMERITUS; false
GI-101348; 1992-03-31; Rosenbaum; Monica; STUDENT; false
GI-108268; 1991-03-12; Coombs; Kwangho; STUDENT; true
GI-102161; 1986-07-30; Marshall; Xiaoheng; FULL; false
GI-105730; 1990-03-11; Engelmann; Chinhyun; EMERITUS; false
GI-103359; 1993-05-15; Ranta; Tomofumi; EMERITUS; false
GI-109501; 1987-02-14; Uchoa; Stein; FULL; false
GI-106541; 1985-04-08; Haumacher; Adhemar; STUDENT; false
GI-105606; 1994-02-28; Tramer; Shigeo; STUDENT; false
GI-107947; 1987-09-24; Codenie; Saniya; FULL; false
GI-105836; 1987-11-13; Huttel; Yakkov; FULL; false
GI-105604; 1985-02-22; Casley; In?s; STUDENT; true
GI-107688; 1995-08-07; Parascandalo; Mokhtar; REDUCED; true
GI-104826; 1996-08-22; Aloia; Wiebke; FULL; true
GI-107545; 1993-12-18; Peir; Uri; EMERITUS; true
GI-104612; 1992-06-30; Gire; Fabrizio; REDUCED; false
GI-109705; 1985-02-24; Varman; Fun; FULL; false
GI-103073; 1988-10-02; Ozeri; Howell; FULL; true
GI-101782; 1990-09-14; Horswill; LiMin; FULL; true
GI-103760; 1992-10-31; Conte; Siamak; EMERITUS; false
GI-102231; 1986-04-23; Delgrange; Chenxi; REDUCED; false
GI-102728; 1986-09-27; Shobatake; Kiyomitsu; REDUCED; false
GI-102355; 1987-04-09; Parascandalo; Haldon; FULL; true
GI-103692; 1995-12-19; Baezner; Flemming; FULL; true
GI-108323; 1990-07-06; Bridgland; Phillip; STUDENT; false
GI-103391; 1989-06-14; Ohori; Laurentiu; REDUCED; true
GI-105091; 1991-04-02; Schicker; Yuichiro; STUDENT; false
GI-101805; 1989-01-12; Hmelo; Kolar; REDUCED; false
GI-101208; 1986-05-30; Bala; Koichi; FULL; true
GI-100811; 1995-04-24; Larfeldt; Dzung; EMERITUS; true
GI-101059; 1992-01-21; Ramsay; Souichi; EMERITUS; true
GI-104344; 1986-01-30; Dechter; Miquel; EMERITUS; true
GI-106474; 1985-05-24; Cusworth; Shimshon; STUDENT; false
GI-101172; 1986-03-06; Bade; Jaewoo; EMERITUS; true
GI-103944; 1991-08-03; Conti; Adil; STUDENT; true
GI-106672; 1986-05-24; Snedden; Aksel; EMERITUS; true
GI-104413; 1990-10-14; Kusalik; Wonhee; EMERITUS; false
GI-105683; 1990-08-15; Highland; Jinpo; FULL; false
GI-104301; 1998-08-01; Waschkowski; Matthias; FULL; true
GI-107839; 1989-08-11; Perfilyeva; Vesna; REDUCED; true
GI-109493; 1988-01-04; Bultermann; Djelloul; FULL; true
GI-107413; 1992-04-19; Soloway; Billie; STUDENT; true
GI-102742; 1988-02-29; Peir; Mohamadou; EMERITUS; false
GI-108404; 1994-01-20; Desikan; Fumiya; EMERITUS; true
GI-100253; 1989-05-21; Merel; Jingling; FULL; true
GI-103886; 1987-03-04; Feldhoffer; Shim; FULL; true
GI-103056; 1990-07-28; Hennings; Hauke; FULL; true
GI-100042; 1998-05-11; Chiodo; Alagu; EMERITUS; true
GI-104082; 1988-07-28; Lanteri; Muneo; FULL; true
GI-103625; 1988-06-20; Penttonen; Maik; FULL; false
GI-101971; 1985-07-06; Isard; Felicidad; REDUCED; true
GI-102284; 1986-05-06; Fabrizio; Masoud; STUDENT; true
GI-101733; 1995-04-29; Kohling; Jaques; EMERITUS; false
GI-109450; 1985-06-06; Pardalos; Ayonca; EMERITUS; true
GI-107083; 1996-12-16; Narwekar; Vojin; FULL; true
GI-108474; 1988-09-06; Viele; Tadahiro; EMERITUS; true
GI-105589; 1985-05-15; Chaudhuri; Masadi; REDUCED; true
GI-102470; 1987-08-21; Hofting; Shaowen; REDUCED; true
GI-108981; 1991-04-22; Senzako; Moni; FULL; false
GI-107549; 1988-06-26; Prampolini; Romana; REDUCED; true
GI-105614; 1985-07-15; Alpin; Goncalo; FULL; true
GI-107307; 1988-03-27; Sigstam; Gio; FULL; true
GI-109890; 1999-12-04; Sinicrope; Brewster; STUDENT; false
GI-105467; 1986-07-13; Theuretzbacher; Toshiko; FULL; false
GI-108606; 1996-11-08; Liesche; Yuriy; FULL; false
GI-105436; 1987-01-05; Pepe; Uma; EMERITUS; false
GI-106855; 1997-09-02; Stonehenge; Barry; STUDENT; true
GI-107950; 1985-09-24; Iisaku; Shaowei; EMERITUS; false
GI-108318; 1993-08-20; Nastansky; Ramzi; FULL; false
GI-109941; 1994-03-01; Vigier; Kerryn; REDUCED; true
GI-109033; 1990-03-25; Negoita; Masaki; FULL; true
GI-109185; 1989-03-13; Tomescu; Leon; EMERITUS; true
GI-101963; 1989-11-05; Bultermann; Menkae; STUDENT; true
GI-108138; 1987-01-27; Birch; Shay; EMERITUS; true
GI-102501; 1992-11-18; Gomatam; Amabile; FULL; true
GI-109461; 1994-07-29; Zizka; Gennady; FULL; true
GI-109728; 1993-02-10; Muhlberg; Manibrata; STUDENT; true
GI-102136; 1990-07-09; Yetim; Horward; FULL; true
GI-103398; 1989-11-01; Garnham; Mansur; EMERITUS; true
GI-107718; 1988-01-29; Taubenfeld; Tonny; FULL; true
GI-107997; 1987-03-15; Mitina; Fen; STUDENT; true
GI-102238; 1986-06-02; Roohalamini; Mingsen; FULL; false
GI-109073; 1986-09-27; Luby; Ortrun; EMERITUS; false
GI-107646; 1989-01-14; Georgakopoulos; Katsuo; STUDENT; true
GI-100016; 1990-07-17; Baer; Nobuyoshi; FULL; false
GI-104056; 1988-09-10; Keirsey; Kristina; EMERITUS; true
GI-107626; 1987-06-02; Granlund; Rosine; FULL; false
GI-103676; 1992-01-25; Vieth; Dante; EMERITUS; false
GI-102185; 1987-03-15; Wynblatt; Mansur; EMERITUS; false
GI-109996; 1985-08-12; Flexer; Mizuhito; STUDENT; false
GI-104252; 1994-11-14; Rusterholz; Hugh; REDUCED; false
GI-101646; 1985-10-26; Caine; Sanjai; FULL; true
GI-101975; 1998-06-28; Haddadi; Otilia; FULL; true
GI-108471; 1985-07-18; Bottner; Ishfaq; REDUCED; false
GI-106935; 1985-05-24; Marrakchi; Toong; FULL; true
GI-107900; 1985-11-17; Samarati; Hongzue; EMERITUS; true
GI-100945; 1995-11-02; Gihr; Arco; FULL; false
GI-105679; 1996-07-15; Homond; Genta; FULL; false
GI-107618; 1988-07-24; Steenbeek; Kitty; FULL; false
GI-108224; 1988-06-30; Lagarias; Stevo; REDUCED; false
GI-106601; 1992-06-28; Kandlur; Marlo; REDUCED; true
GI-109976; 1998-11-03; Olano; Kristina; FULL; true
GI-108420; 1997-10-03; Brender; Nirmal; FULL; false
GI-106131; 1988-03-23; Peir; Yoshimitsu; FULL; false
GI-108868; 1991-12-08; Boreale; Marie; FULL; true
GI-107410; 1993-11-03; Deville; Diederik; FULL; false
GI-100406; 1987-01-09; Ranka; Nidapan; FULL; false
GI-106062; 1988-05-08; Peot; Hiroyasu; FULL; false
GI-109772; 1985-10-21; Baba; Khatoun; REDUCED; true
GI-101339; 1989-07-03; Sidje; Petter; FULL; true
GI-109305; 1985-07-12; Barvinok; Suebskul; STUDENT; false
GI-105503; 1986-12-03; Solares; Dayanand; REDUCED; false
GI-107119; 1986-03-31; Dother; Yuguang; EMERITUS; true
GI-106748; 1990-07-03; Schonegge; Yurij; EMERITUS; true
GI-107897; 1992-10-09; Thorelli; Make; FULL; true
GI-107869; 1995-05-23; Keustermans; Bernt; REDUCED; false
GI-101356; 1991-03-26; Baar; Florian; REDUCED; true
GI-107681; 1987-06-13; Kowalchuk; Ziva; FULL; true
GI-109434; 1991-12-05; Oxenboll; Zhenbing; REDUCED; true
GI-103348; 1989-09-19; Comellas; Steen; STUDENT; false
GI-109860; 1986-12-05; Marciano; Shooichi; FULL; false
GI-104043; 1985-05-13; Burnard; Ayonca; FULL; true
GI-100689; 1995-10-03; Muhlberg; Eberhardt; REDUCED; false
GI-103721; 1989-12-04; Cardazo; Hiroyasu; FULL; true
GI-103500; 1987-02-28; Sadowski; Simone; FULL; false
GI-102039; 1991-09-27; Lenart; Terresa; FULL; true
GI-104015; 1990-04-22; Haraldson; Renee; STUDENT; false
GI-105197; 1987-06-06; Azumi; Florina; EMERITUS; true
GI-105053; 1996-05-28; Albarhamtoshy; Pranas; REDUCED; true
GI-101108; 1996-01-17; Piancastelli; Lucien; EMERITUS; true
GI-109617; 1987-05-30; Roisin; Caolyn; STUDENT; true
GI-103054; 1986-06-10; Buchter; Claudi; FULL; false
GI-106526; 1988-08-29; Mapelli; Hidde; EMERITUS; true
GI-108411; 1995-06-09; Iisaka; Yurij; STUDENT; false
GI-107432; 1988-05-16; Gopalakrishnan; Greger; EMERITUS; true
GI-106543; 1996-05-16; Shimshoni; Maia; FULL; false
GI-108515; 1989-06-11; Bratten; Gao; FULL; true
GI-103835; 1989-02-11; Sichman; Souichi; FULL; true
GI-106806; 1996-04-08; Byoun; Boalin; FULL; true
GI-102272; 1985-09-04; Spieker; Elliott; REDUCED; true
GI-103530; 1994-11-20; Brendel; Hercules; FULL; false
GI-105356; 1985-07-10; Esteva; Mohd; EMERITUS; true
GI-108032; 1987-08-20; Luit; Marsja; REDUCED; false
GI-107063; 1986-08-13; Koyama; Niteen; EMERITUS; true
GI-100594; 1985-03-03; Aamodt; Aluzio; FULL; true
GI-106438; 1999-05-08; Waterhouse; Yannis; STUDENT; false
GI-104933; 1994-05-19; DasSarma; Aram; FULL; true
GI-109273; 1986-04-21; Mattern; Shigeaki; FULL; true
GI-105657; 1988-05-04; Levergood; Rosita; EMERITUS; true
GI-100859; 1990-04-24; Simkin; Tetsushi; STUDENT; false
GI-107660; 1991-02-09; Kenevan; Yaghout; FULL; false
GI-109554; 1989-10-27; Plessier; Xinglin; REDUCED; true
GI-102389; 1993-03-15; Schusler; Bernd; REDUCED; false
GI-107924; 1986-02-19; Straney; Temple; FULL; true
GI-101602; 1993-08-06; Valiente; Yurij; REDUCED; true
GI-104076; 1989-02-28; Birch; Apostol; FULL; true
GI-107979; 1986-05-24; Narahara; Shalesh; EMERITUS; true
GI-100681; 1988-12-22; Billingsley; Shietung; EMERITUS; false
GI-104642; 1996-11-15; Paciorek; Xudong; FULL; true
GI-107196; 1990-05-12; Frezza; Valery; EMERITUS; true
GI-101343; 1986-04-27; Ravishankar; Constantine; STUDENT; true
GI-108834; 1987-03-07; Mikschl; Nimmagadda; STUDENT; false
GI-100105; 1994-08-22; Kavvadias; Bluma; EMERITUS; true
GI-102734; 1989-05-02; Srimani; Ortrud; FULL; true
GI-106736; 1993-06-18; Beilner; Mart; EMERITUS; true
GI-109776; 1994-03-23; Wegerle; Sukumar; STUDENT; true
GI-105041; 1996-05-12; Baumann; Giri; EMERITUS; true
GI-106415; 1985-08-08; Herath; Kien; STUDENT; false
GI-103780; 1991-06-04; Strehl; Xiping; FULL; true
GI-101594; 1987-10-19; Ligten; Chuanyi; EMERITUS; true
GI-105062; 1994-04-10; Wrigley; Valeri; EMERITUS; false
GI-100388; 1996-08-08; Iivonen; Chenyi; STUDENT; true
GI-106711; 1986-01-02; Demian; Sudhanshu; FULL; true
