key;joiningdate;surename;forename;group
GI-112928; 1991-09-11; Basagni; Aemilian; STUDENT; true
GI-133405; 1986-12-28; Prenel; Ult; EMERITUS; true
GI-103847; 1995-04-29; Krzyzanowski; Ishfaq; FULL; false
GI-103715; 1990-01-23; DuCasse; Luise; FULL; true
GI-109961; 1987-06-28; Lieblein; Saeed; REDUCED; true
GI-115207; 1993-01-13; Schmitt; Feixiong; STUDENT; true
GI-104042; 1986-11-21; Hebden; Munehiko; EMERITUS; false
GI-139823; 1988-03-22; McFarlan; Ghassan; REDUCED; true
GI-130674; 1986-04-16; Zeleznik; Shuho; FULL; false
GI-122951; 1996-02-12; Stille; Gino; EMERITUS; false
GI-103471; 1994-10-07; Bodoff; Mayuko; FULL; false
GI-131188; 1993-07-30; Luef; Uriel; STUDENT; true
GI-136016; 1987-06-25; Lieberherr; Nitsan; REDUCED; false
GI-114442; 1992-02-13; Gomatam; Gen; STUDENT; true
GI-110725; 1989-05-03; Ramsay; Guoxiang; FULL; false
GI-100471; 1991-03-17; Ellozy; Yunming; EMERITUS; false
GI-121222; 1985-05-27; Maierhofer; Domenick; FULL; false
GI-120919; 1989-04-06; Dahlbom; Filipe; EMERITUS; true
GI-110295; 1986-02-28; Zyda; Alselm; EMERITUS; false
GI-107902; 1995-04-21; Marrevee; Khedija; STUDENT; true
GI-103285; 1992-06-24; Wroclawski; Mang; FULL; false
GI-117230; 1985-08-15; Chleq; Muzhong; FULL; false
GI-107248; 1988-10-15; Swick; Florina; REDUCED; false
GI-131139; 1986-04-04; Vrecion; Rutger; STUDENT; true
GI-120447; 1987-04-09; Maginnis; Zhiwei; REDUCED; false
GI-138524; 1996-10-20; Kohling; Dulce; EMERITUS; true
GI-126031; 1985-10-19; Luga; Xiadong; FULL; false
GI-115978; 1989-09-27; Coney; Gunilla; FULL; false
GI-114871; 1985-12-10; Schrooten; Sasan; REDUCED; true
GI-128277; 1992-08-25; Cannata; Sakthirel; EMERITUS; true
GI-103581; 1989-07-02; Maierhofer; Masato; EMERITUS; true
GI-129105; 1987-07-07; Bhattacharjee; Aiman; FULL; false
GI-102974; 1993-06-20; Badache; Danil; FULL; true
GI-111912; 1985-09-16; Melter; Vincent; FULL; true
GI-112129; 1995-03-13; Schueller; Mayumi; FULL; true
GI-119825; 1985-08-24; Zhiwei; Gaurav; EMERITUS; false
GI-132366; 1990-07-06; Porotnikoff; Hugh; EMERITUS; false
GI-137076; 1991-05-23; Kampfer; Chinhyun; FULL; false
GI-117936; 1985-08-29; Billingsley; Kauko; EMERITUS; true
GI-134106; 1990-12-15; Joslin; Serge; REDUCED; false
GI-123382; 1990-12-07; Rubsam; Greger; EMERITUS; true
GI-121060; 1988-04-01; Ratzlaff; Gurbir; REDUCED; true
GI-125325; 1989-09-09; Stavenow; Mizuhito; FULL; false
GI-114844; 1994-09-27; Lorcy; Sibyl; REDUCED; true
GI-112671; 1985-06-02; Baaz; Tru; FULL; true
GI-108252; 1991-04-04; Zwicker; Xianlong; REDUCED; true
GI-120329; 1989-09-16; Lorho; Petter; REDUCED; true
GI-105081; 1990-05-04; Valtorta; Divier; EMERITUS; false
GI-107473; 1987-02-28; Sadowski; Simone; FULL; false
GI-111485; 1985-02-19; Msuda; Hongzue; FULL; true
GI-117577; 1985-04-09; Kowalchuk; Moon; STUDENT; true
GI-115038; 1988-02-15; Puoti; Barton; REDUCED; false
GI-128591; 1987-08-26; Imataki; Domenico; REDUCED; false
GI-109602; 1986-10-25; Sridhar; Vidya; FULL; false
GI-112902; 1990-01-10; Gornas; Niranjan; EMERITUS; false
GI-110880; 1985-03-01; Manders; Shuho; STUDENT; false
GI-111533; 1988-04-23; Millington; Kwee; FULL; true
GI-117734; 1988-09-05; Hagimont; Mingdong; FULL; false
GI-101921; 1985-08-12; Matheson; Stamatina; EMERITUS; true
GI-129044; 1986-12-16; Bruckman; Mooi; FULL; false
GI-116861; 1988-01-28; Suermann; Van; EMERITUS; false
GI-111551; 1988-04-05; Teitelbaum; Giao; FULL; false
GI-118929; 1994-02-22; Percebois; Chenxi; STUDENT; false
GI-119181; 1985-10-08; Tischendorf; Malu; FULL; true
GI-106949; 1993-03-29; Koyama; Masamitsu; REDUCED; false
GI-122328; 1986-02-15; Casley; Yefim; FULL; true
GI-124580; 1990-10-04; Kobuchi; Gully; FULL; true
GI-133082; 1989-12-28; Weedon; Katsuyuki; STUDENT; false
GI-108435; 1986-04-22; Carrere; Gudjon; EMERITUS; false
GI-134256; 1990-04-11; Vieth; Kazunori; FULL; true
GI-125573; 1990-08-11; Azadmanesh; Yannis; EMERITUS; true
GI-101654; 1992-03-28; Benaini; Horward; REDUCED; true
GI-118950; 1992-02-16; Azumi; Sajjad; FULL; true
GI-127268; 1995-04-04; Rohrbach; Florina; REDUCED; true
GI-110600; 1985-02-15; Redmiles; Annemarie; EMERITUS; false
GI-107317; 1988-07-09; Brookner; Tristan; FULL; true
GI-135851; 1989-06-23; Ranka; Adhemar; EMERITUS; true
GI-133426; 1993-07-28; Ouhyoung; Abdelaziz; FULL; false
GI-114046; 1994-07-13; Bain; Guenter; FULL; true
GI-118588; 1994-05-02; Rosch; Vidya; FULL; false
GI-118651; 1989-05-19; Laurillard; Shai; STUDENT; true
GI-112693; 1991-01-08; Rosen; Francoise; EMERITUS; false
GI-113802; 1985-04-19; Ballarin; Chinya; FULL; true
GI-124792; 1994-07-03; Senzako; Uno; REDUCED; true
GI-128915; 1986-12-14; Litzler; Lillian; REDUCED; true
GI-131494; 1986-08-11; Savasere; Peternela; EMERITUS; false
GI-126267; 1988-06-02; Junot; Yechiam; FULL; false
GI-126133; 1990-07-11; Esteva; Divier; FULL; false
GI-125496; 1995-07-16; Antonakopoulos; Shigeichiro; FULL; true
GI-120108; 1989-01-29; Pettis; Ymte; STUDENT; false
GI-138678; 1990-05-10; Peroz; Shunichi; REDUCED; true
GI-135841; 1986-07-04; Merey; Selwyn; EMERITUS; true
GI-117517; 1991-06-04; Strehl; Xiping; FULL; true
GI-111800; 1986-12-01; Mitzlaff; Caolyn; EMERITUS; false
GI-137869; 1990-03-06; Ertl; Mary; FULL; false
GI-129890; 1999-04-13; Veldwijk; Barry; REDUCED; false
GI-134384; 1992-03-12; Kornyak; Hisao; STUDENT; true
GI-102120; 1999-06-14; Salverda; Ugo; FULL; true
GI-132409; 1994-03-12; Dayang; Niclas; STUDENT; true
GI-128167; 1991-11-29; Babb; Gretta; REDUCED; true
GI-113249; 1991-01-04; Feldmann; Mostafa; EMERITUS; false
GI-138410; 1987-10-03; Keohane; Sugwoo; REDUCED; true
GI-118353; 1986-07-23; Larfeldt; Mabhin; FULL; true
GI-115010; 1987-02-12; Bahr; Poorav; FULL; true
GI-120677; 1986-03-28; Bahk; Bezalel; EMERITUS; true
GI-134348; 1991-07-11; Halloran; Xiping; STUDENT; false
GI-110079; 1986-09-29; Seghrouchni; Dipayan; REDUCED; true
GI-102814; 1997-01-09; Akiyama; Randy; FULL; false
GI-111755; 1990-11-15; Kiw; Vidar; FULL; true
GI-132711; 1985-04-10; Cincotta; Subhankar; STUDENT; true
GI-128695; 1992-03-30; Stamatiou; Narain; EMERITUS; false
GI-111578; 1985-12-12; Ebeling; True; EMERITUS; true
GI-104689; 1991-06-17; Peng; Morris; EMERITUS; true
GI-139157; 1991-05-23; Kalefeld; Christfried; EMERITUS; true
GI-102154; 1994-10-20; Hainaut; Gao; FULL; false
GI-115121; 1988-10-26; Brookner; Aimee; EMERITUS; true
GI-131246; 1988-09-25; Bratsberg; Jinya; EMERITUS; true
GI-129302; 1985-11-24; Pouyioutas; Wonhee; REDUCED; false
GI-109063; 1996-11-14; Mapelli; Susumu; FULL; true
GI-112707; 1988-10-14; Greibach; Irene; FULL; false
GI-132758; 1985-11-04; Petereit; Valdiodio; FULL; true
GI-130104; 1991-09-30; Gulik; Khosrow; FULL; true
GI-121426; 1988-04-29; Rubsam; Subhrajyoti; STUDENT; false
GI-134994; 1996-05-03; Baek; Wilmer; FULL; true
GI-126325; 1987-10-31; Bernatsky; Gen; EMERITUS; false
GI-128605; 1993-12-02; Mateescu; Zine; EMERITUS; false
GI-126010; 1992-04-04; Vecchio; Sudharsan; EMERITUS; true
GI-107780; 1992-02-07; Marshall; Amabile; FULL; false
GI-139593; 1987-09-14; Baja; Karsten; EMERITUS; false
GI-129609; 1987-08-11; Zeidenstein; Stein; FULL; true
GI-127634; 1989-05-19; Baer; Mayumi; FULL; true
GI-128867; 1987-08-17; Keirsey; Piyush; FULL; true
GI-120729; 1990-12-28; Serdy; Herbert; FULL; false
GI-108384; 1986-08-25; Sessa; Subhash; REDUCED; false
GI-114877; 1985-06-04; Kropatsch; Heather; REDUCED; true
GI-110307; 1990-04-04; Castellani; Garnik; EMERITUS; false
GI-110447; 1987-04-09; Maginnis; Zhiwei; REDUCED; false
GI-109671; 1989-07-23; Tibblin; Kristina; REDUCED; true
GI-135830; 1992-04-10; Eugenio; Cullen; REDUCED; true
GI-108451; 1985-05-23; Ullian; Ute; EMERITUS; true
GI-113527; 1990-03-11; Bhattacharjee; Supot; REDUCED; false
GI-139381; 1986-03-16; Milicia; Jenwei; STUDENT; true
GI-124947; 1993-08-22; Lammel; Parke; REDUCED; true
GI-119037; 1985-09-25; Vural; Hitomi; EMERITUS; false
GI-122178; 1986-10-10; Ventosa; Boriana; EMERITUS; true
GI-130225; 1996-08-12; Luca; Fumino; EMERITUS; true
GI-131027; 1989-06-27; Kusakari; Yagil; REDUCED; false
GI-114494; 1991-07-13; Peternell; Jamaludin; REDUCED; false
GI-131698; 1989-07-18; Genther; Alassane; FULL; false
GI-131699; 1988-02-20; Parfitt; Urs; REDUCED; true
GI-132329; 1991-05-09; Sambasivam; Heekeun; FULL; true
GI-127671; 1994-04-02; Ramsey; Uzi; EMERITUS; false
GI-135242; 1999-01-30; Baak; Mingdong; EMERITUS; false
GI-121585; 1997-11-25; Baik; Amabile; REDUCED; true
GI-115687; 1991-02-17; Rabejac; Margo; FULL; false
GI-107096; 1987-07-29; Gilg; Miomir; EMERITUS; false
GI-107478; 1996-01-17; Piancastelli; Lucien; EMERITUS; true
GI-116481; 1989-08-03; Gerlach; Chaitali; EMERITUS; false
GI-107969; 1990-02-19; Aloia; JoAnna; REDUCED; true
GI-136028; 1997-09-23; Raczkowsky; Domenick; FULL; false
GI-132361; 1994-10-30; Randi; Marc; EMERITUS; true
GI-114076; 1986-03-20; Besselaar; Saeko; EMERITUS; true
GI-131159; 1990-02-04; Hutton; Pranas; FULL; true
GI-117080; 1986-06-06; Biron; Subir; EMERITUS; true
GI-113076; 1988-12-23; Stafford; Chaitali; EMERITUS; false
GI-122028; 1985-11-12; Serdy; Mostafa; REDUCED; false
GI-101636; 1991-01-14; Baja; Freyja; FULL; false
GI-126258; 1989-05-13; Greenaway; Zhonghua; FULL; true
GI-127695; 1986-06-29; Schaaf; Jingling; FULL; false
GI-108272; 1993-11-10; Attimonelli; Tsuneo; STUDENT; false
GI-130688; 1989-04-29; Salinas; Otilia; EMERITUS; false
GI-120728; 1985-06-23; Mondadori; Nectarios; FULL; false
GI-109681; 1985-06-17; Herber; Sorina; REDUCED; true
GI-119631; 1990-01-06; Yavatkar; Christoper; EMERITUS; true
GI-134215; 1991-04-21; Beetstra; Chiradeep; EMERITUS; false
GI-108113; 1995-11-23; Chenoweth; Remmert; FULL; false
GI-117106; 1991-03-18; Hartvigsen; Jungsoon; EMERITUS; true
GI-132915; 1987-03-18; Kilgore; Oguz; FULL; false
GI-137846; 1986-05-28; Baaz; Lihong; STUDENT; false
GI-134155; 1985-10-24; Baak; Heon; FULL; true
GI-127932; 1989-02-14; Poulakidas; Gao; REDUCED; true
GI-135802; 1985-03-30; Luit; Feiyu; REDUCED; true
GI-131848; 1986-10-14; Perfilyeva; Kotesh; FULL; true
GI-110571; 1986-04-06; Docker; Manohar; FULL; false
GI-112699; 1991-12-14; Heydon; Arch; REDUCED; false
GI-129234; 1985-07-06; Thibadeau; Olivera; STUDENT; true
GI-114769; 1985-02-12; DuCasse; Troy; EMERITUS; true
GI-114551; 1989-10-28; Chinin; Guoxiang; STUDENT; true
GI-138847; 1990-07-31; Deville; Ruth; REDUCED; true
GI-116423; 1985-03-19; Kamble; Alejano; REDUCED; false
GI-115516; 1986-04-14; Dehkordi; Renee; EMERITUS; true
GI-123720; 1985-08-12; Bahi; Remmert; STUDENT; false
GI-102025; 1986-04-09; Snyers; Steen; STUDENT; false
GI-133318; 1987-10-27; Nishimukai; Odysseas; STUDENT; false
GI-113393; 1994-05-30; Varman; Woody; EMERITUS; true
GI-117293; 1997-11-16; Bail; Pascal; EMERITUS; true
GI-110367; 1992-09-13; Delaune; Mohammad; REDUCED; true
GI-115220; 1988-10-21; Kawashima; Leszek; FULL; false
GI-136837; 1994-05-27; Ranst; Morris; FULL; false
GI-118333; 1991-11-01; Bauknecht; Leah; REDUCED; true
GI-103032; 1986-03-20; Danley; Valeri; FULL; false
GI-118845; 1994-01-25; Fortenbacher; Dinah; FULL; false
GI-125983; 1987-02-09; Rosti; Hilari; STUDENT; false
GI-135386; 1987-12-04; Tzvieli; Jeane; EMERITUS; true
GI-129357; 1997-11-01; Lanphier; Yoshimitsu; REDUCED; false
GI-123787; 1985-03-16; Ferriere; Valeri; EMERITUS; true
GI-135047; 1985-04-05; Kranzdorf; Flemming; EMERITUS; true
GI-128367; 1993-05-26; Harnett; Eckart; EMERITUS; false
GI-117052; 1986-04-28; Picel; Phillip; STUDENT; false
GI-138791; 1998-10-21; Schusler; Weiyi; EMERITUS; false
GI-129307; 1991-10-27; Krogh; Remko; FULL; true
GI-110983; 1987-05-13; Puppe; Tse; FULL; false
GI-132630; 1986-02-06; Trelles; Rosli; REDUCED; false
GI-103510; 1990-03-17; Sridhar; Zhaofang; EMERITUS; true
GI-102449; 1986-12-08; Hoogerwoord; Pasqua; STUDENT; false
GI-121645; 1990-01-29; Schreiter; Flemming; FULL; false
GI-111115; 1988-02-04; Strehl; Kasturi; EMERITUS; true
GI-105110; 1988-04-15; Bannarock; Yishay; EMERITUS; true
GI-133638; 1992-10-28; Rosca; Arnould; FULL; true
GI-124122; 1987-03-11; Genin; Berni; FULL; true
GI-139286; 1985-07-31; Kavanagh; Karlis; FULL; true
GI-133599; 1987-04-14; Varley; Georgi; STUDENT; false
GI-107208; 1989-11-16; Angot; Mohan; REDUCED; false
GI-112575; 1987-10-04; Kabayashi; Remko; FULL; false
GI-136799; 1990-12-04; Ghalwash; Thanasis; STUDENT; false
GI-104253; 1991-08-18; Angelov; Danel; FULL; false
GI-118418; 1995-04-16; Eickenmeyer; Roselyn; FULL; false
GI-131129; 1987-02-11; Usery; Feipei; STUDENT; true
GI-103512; 1992-05-04; Tramer; Basil; STUDENT; false
GI-134807; 1985-12-03; Melter; Tomofumi; FULL; false
GI-121505; 1992-06-28; Milicic; Shirish; REDUCED; true
GI-125736; 1989-11-20; Syang; King; EMERITUS; true
GI-136275; 1991-05-17; Nitsch; Lubomir; FULL; false
GI-110459; 1991-12-01; Leivant; Bouchung; REDUCED; false
GI-120178; 1985-09-16; Penn; Marsha; REDUCED; false
GI-139477; 1997-07-01; Baranowski; Mandell; EMERITUS; true
GI-110114; 1986-03-31; Jayawardene; Dannz; EMERITUS; false
GI-114854; 1987-05-17; Kisuki; Horward; EMERITUS; false
GI-134648; 1989-12-29; Cannard; Minghong; FULL; true
GI-136237; 1986-07-05; Thisen; Khun; REDUCED; true
GI-101539; 1991-02-13; Molenkamp; Weijing; REDUCED; false
GI-103441; 1990-02-11; Gerlach; Berni; REDUCED; true
GI-100867; 1986-01-09; Masamoto; Cheong; STUDENT; true
GI-115433; 1986-04-30; Mitina; King; FULL; false
GI-129988; 1990-10-23; Bernardeschi; Jacqueline; EMERITUS; false
GI-121205; 1987-12-01; Badache; Shuho; FULL; false
GI-134753; 1989-08-03; Milicic; Percy; FULL; false
GI-138944; 1995-11-03; Blokdijk; Spyrose; REDUCED; false
GI-133489; 1988-03-10; Minakawa; Arun; FULL; false
GI-100126; 1989-06-12; Veldwijk; Qiwen; FULL; false
GI-125435; 1985-05-30; Mandell; Mitchel; FULL; false
GI-131732; 1990-07-06; Schmiedel; Vidar; STUDENT; true
GI-133833; 1990-12-18; Honglei; Stafford; STUDENT; true
GI-109316; 1987-11-24; Lorin; Tzu; STUDENT; true
GI-130007; 1987-09-18; Facello; Roded; FULL; true
GI-132998; 1994-06-15; Bernardeschi; Phillip; STUDENT; true
GI-122626; 1998-03-11; Worfolk; Vitali; FULL; true
GI-124986; 1986-09-18; Bale; Mana; EMERITUS; false
GI-118101; 1988-04-06; Vanwelkenhuysen; Jordanka; REDUCED; false
GI-103602; 1989-11-28; Vidal; Shigeu; REDUCED; true
GI-110981; 1991-04-03; Vilarrasa; Mandell; REDUCED; true
GI-105802; 1985-03-30; Luit; Feiyu; REDUCED; true
GI-103562; 1991-09-23; Apsitis; Souichi; FULL; false
GI-114797; 1992-05-12; Templeman; Rasiah; FULL; true
GI-113746; 1991-02-28; Lalonde; Kazuhito; FULL; false
GI-108040; 1988-01-12; Litzkow; Sasan; EMERITUS; true
GI-119336; 1993-05-02; Smeets; Francesca; FULL; true
GI-134049; 1994-01-17; Thisen; Mansur; REDUCED; true
GI-119733; 1987-03-07; Toyoshima; Kiyomitsu; FULL; true
GI-121213; 1990-11-30; Poupard; Xinan; REDUCED; false
GI-134628; 1989-02-25; Sundgren; Nirmal; EMERITUS; false
GI-130858; 1986-07-05; Limongiello; Hein; REDUCED; false
GI-101399; 1992-12-13; Frezza; Akeel; FULL; false
GI-116712; 1987-05-09; Vadhan; Ramalingam; FULL; true
GI-125914; 1993-11-30; Serot; Candida; STUDENT; false
GI-132569; 1987-06-14; Smeets; Kazuhide; FULL; true
GI-121084; 1988-07-04; Plump; Manton; FULL; false
GI-100247; 1986-07-31; Genther; Nirmal; FULL; true
GI-114231; 1998-03-03; Lueh; Arno; EMERITUS; false
GI-104560; 1987-02-22; Vakili; Jeanne; EMERITUS; true
GI-139929; 1988-12-01; Salverda; Radhika; EMERITUS; true
GI-138946; 1986-09-09; Schmittgen; Marl; REDUCED; false
GI-129696; 1986-03-03; Stille; Tzu; REDUCED; false
GI-101133; 1992-05-11; Cairo; Parke; REDUCED; true
GI-114583; 1993-05-29; Plumb; Kerhong; EMERITUS; false
GI-130459; 1991-12-01; Leivant; Bouchung; REDUCED; false
GI-102111; 1995-12-19; Munro; Mayuko; EMERITUS; true
GI-137996; 1994-11-11; Marzano; Keiichiro; REDUCED; false
GI-109125; 1991-11-09; Brendel; Aiman; REDUCED; true
GI-130716; 1991-08-25; Michaels; Udo; STUDENT; true
GI-121536; 1999-02-05; Basawa; Paloma; FULL; true
GI-115260; 1994-11-19; Angelov; Kaijung; FULL; true
GI-137383; 1991-08-03; Conti; Adil; STUDENT; true
GI-132161; 1987-11-17; Schapiro; Jouko; FULL; true
GI-127197; 1989-04-04; Borovoy; Pragnesh; EMERITUS; true
GI-119556; 1985-07-20; Hiraishi; Iara; REDUCED; true
GI-130009; 1994-05-11; Chiodo; Adhemar; FULL; false
GI-122753; 1988-03-28; Cooley; Herb; EMERITUS; true
GI-119246; 1991-09-02; Braunschweig; Suvo; FULL; true
GI-106602; 1985-10-14; Wursthorn; Utpal; STUDENT; true
GI-105969; 1996-08-15; Granlund; Nagui; REDUCED; false
GI-121211; 1989-12-03; Picci; Manu; FULL; false
GI-100979; 1989-08-20; Engberts; Sreekrishna; FULL; true
GI-116811; 1986-09-21; Zongker; Jacques; STUDENT; false
GI-106790; 1985-02-24; Yoshimura; Vitaly; REDUCED; false
GI-131580; 1989-01-08; Iisaku; Shuji; FULL; false
GI-111737; 1988-04-11; Sanella; Bedir; EMERITUS; false
GI-111740; 1986-01-12; Pesch; Ult; FULL; false
GI-104925; 1992-03-23; Porenta; Mohd; EMERITUS; false
GI-126496; 1986-08-02; Biros; Hsiangchu; FULL; false
GI-135061; 1988-12-30; Kusakari; Takahira; FULL; true
GI-106728; 1987-10-17; Luon; Khalid; EMERITUS; true
GI-137855; 1989-02-22; Cherinka; Chuanti; FULL; true
GI-111856; 1986-10-15; Ashish; JoAnna; EMERITUS; true
GI-105865; 1988-02-07; dAstous; Muneo; STUDENT; false
GI-111778; 1987-09-05; Karlin; Jamaludin; FULL; false
GI-133054; 1985-06-24; Spieker; Rutger; FULL; true
GI-121096; 1992-01-05; Socorro; Lijie; FULL; false
GI-111816; 1986-09-24; Avouris; Danel; FULL; false
GI-110986; 1994-01-27; Sudkamp; Heng; STUDENT; false
GI-102086; 1986-02-27; Geffroy; Mabry; FULL; false
GI-128192; 1986-05-07; Rosar; Satyanarayana; FULL; false
GI-127142; 1994-07-04; Gustavson; Breannda; STUDENT; true
GI-139766; 1989-08-10; Bhattacharjee; Kazuhisa; FULL; false
GI-121259; 1991-02-05; Stellhorn; Maria; FULL; false
GI-139941; 1988-01-02; Ozeri; Tru; STUDENT; false
GI-129204; 1988-04-02; Rosis; Duangkaew; EMERITUS; false
GI-136800; 1986-07-07; Quittner; Sakthirel; REDUCED; true
GI-123999; 1993-08-31; Nannarelli; Saniya; REDUCED; true
GI-125047; 1985-04-05; Kranzdorf; Flemming; EMERITUS; true
GI-107400; 1986-05-06; Fabrizio; Masoud; STUDENT; true
GI-104546; 1990-05-20; Montresor; Gretta; REDUCED; false
GI-127403; 1996-12-16; Narwekar; Vojin; FULL; true
GI-129480; 1985-09-08; Valtorta; Kayoko; STUDENT; false
GI-133689; 1985-09-23; Kakkar; Kagan; EMERITUS; false
GI-106917; 1985-07-24; Raney; Adib; REDUCED; false
GI-114954; 1990-12-01; Chorvat; Zhanqiu; STUDENT; false
GI-125422; 1988-02-18; Walstra; Georgy; EMERITUS; true
GI-115495; 1992-05-29; Riesenhuber; Jeanna; REDUCED; true
GI-116765; 1989-03-12; Mapelli; Sverrir; EMERITUS; true
GI-132516; 1986-09-29; Stellhorn; Nobuyoshi; FULL; false
GI-100347; 1991-05-19; Borovoy; Jenwei; REDUCED; false
GI-137852; 1991-12-25; Velardi; Navid; EMERITUS; false
GI-119935; 1986-06-07; Guting; Hatem; REDUCED; true
GI-139238; 1988-11-14; Marchegay; Shaowei; FULL; false
GI-122482; 1996-12-04; Dulin; Lijia; STUDENT; true
GI-122973; 1992-09-30; Michaeli; Conrado; FULL; true
GI-118983; 1987-02-07; Schonegge; Billur; FULL; false
GI-122225; 1988-05-16; Muchinsky; Jackson; FULL; false
GI-125598; 1993-12-13; Kaelbling; Petter; FULL; true
GI-125462; 1988-12-22; Miake; Leah; FULL; true
GI-105508; 1991-07-11; Jeansoulin; Caolyn; REDUCED; true
GI-102907; 1985-10-26; Scallan; Gal; EMERITUS; true
GI-102757; 1994-12-05; Kugler; Subir; EMERITUS; true
GI-120266; 1990-05-05; Binkley; Sanjeeva; REDUCED; false
GI-125056; 1989-09-23; Gonthier; Boutros; FULL; true
GI-129209; 1989-02-20; Scallan; Boalin; EMERITUS; false
GI-124629; 1991-03-10; Zuberek; Dmitry; FULL; false
GI-129741; 1990-04-22; Fujisaki; Huican; FULL; false
GI-119823; 1988-03-22; McFarlan; Ghassan; REDUCED; true
GI-112531; 1987-06-08; Zweizig; Arunachalam; EMERITUS; true
GI-129641; 1987-10-26; Bratsberg; Kristine; FULL; true
GI-120684; 1987-12-06; Klerer; Shugo; FULL; false
GI-107354; 1993-05-15; Ranta; Tomofumi; EMERITUS; false
GI-103186; 1994-06-11; Ouhyoung; Garnik; REDUCED; true
GI-104830; 1990-04-20; Slobodova; Keung; STUDENT; true
GI-134576; 1999-05-03; Rajcani; Tzvetan; STUDENT; false
GI-114289; 1986-07-27; Bahi; Mara; EMERITUS; true
GI-132063; 1997-03-11; Sadowsky; Aran; FULL; true
GI-115954; 1986-11-25; Rande; Fumiko; FULL; true
GI-127318; 1994-11-16; Hellwagner; Marc; STUDENT; true
GI-126717; 1986-10-23; Kakkad; Shem; FULL; false
GI-132124; 1989-09-17; Setia; Denny; FULL; false
GI-110628; 1985-08-13; Adachi; Yechezkel; EMERITUS; false
GI-107950; 1999-03-06; Rullman; Tetsurou; STUDENT; true
GI-130531; 1993-06-02; Gladwell; Tokuyasu; STUDENT; true
GI-137714; 1994-12-25; Schrift; Naraig; FULL; false
GI-116085; 1988-01-13; Tokunaga; Moss; EMERITUS; true
GI-138285; 1987-10-11; Matzke; Sorina; EMERITUS; false
GI-117488; 1985-09-04; Spieker; Elliott; REDUCED; true
GI-134707; 1987-06-09; Skrikant; Frederique; EMERITUS; true
GI-113810; 1991-07-18; Danecki; Kellyn; STUDENT; false
GI-138928; 1988-02-19; Skafidas; Berna; FULL; true
GI-139351; 1985-10-22; Zumaque; Ramachenga; FULL; false
GI-129475; 1987-03-13; Frezza; Shaw; FULL; false
GI-133522; 1990-11-03; Serdy; Sahrah; FULL; true
GI-106507; 1998-01-11; Impagliazzo; Houman; REDUCED; true
GI-132500; 1996-08-30; Picci; Abdelwaheb; EMERITUS; true
GI-119809; 1991-06-13; Ressouche; Valeri; FULL; false
GI-113932; 1995-07-19; Gluchowski; Heping; STUDENT; false
GI-120475; 1986-10-16; Lanphier; Gil; STUDENT; true
GI-124583; 1993-05-29; Plumb; Kerhong; EMERITUS; false
GI-117832; 1991-06-10; Prenel; Srinidhi; STUDENT; false
GI-138539; 1989-05-21; Granlund; Charlene; EMERITUS; false
GI-106980; 1989-08-04; Gelosh; Mingsen; FULL; false
GI-134173; 1989-02-10; Zielinski; Tzvetan; FULL; false
GI-124608; 1993-03-24; Bahi; Georgy; EMERITUS; true
GI-100171; 1986-05-14; Aloisi; Shrikanth; EMERITUS; false
GI-103182; 1996-02-10; Holburn; Arch; REDUCED; true
GI-136166; 1989-01-09; Kirkerud; Theirry; EMERITUS; false
GI-108531; 1990-03-26; Slaats; Juno; FULL; false
GI-123601; 1992-04-28; Schueller; Sasan; EMERITUS; false
GI-104277; 1991-12-13; Yoshimura; Saniya; FULL; false
GI-123191; 1988-04-04; Junet; Kazuhide; STUDENT; false
GI-105426; 1989-08-22; Erie; Marek; FULL; false
GI-127312; 1992-03-27; Zaccaria; Gio; FULL; true
GI-130353; 1990-05-12; Makinen; Gian; STUDENT; false
GI-114389; 1989-01-07; Rijckaert; Aamod; EMERITUS; false
GI-131260; 1985-05-17; Ishibashi; Basil; FULL; false
GI-102223; 1991-05-15; Falck; Mircea; EMERITUS; true
GI-110158; 1987-01-15; Jiafu; Hideo; FULL; true
GI-135246; 1994-06-10; Pulkowski; Theirry; FULL; false
GI-120954; 1988-09-10; Montemayor; Moss; FULL; true
GI-106815; 1985-06-27; Stille; Kazuhide; FULL; false
GI-102409; 1994-03-12; Dayang; Niclas; STUDENT; true
GI-120694; 1985-02-08; Pocchiola; Nathalie; REDUCED; false
GI-113387; 1988-03-16; Benner; Lucian; REDUCED; false
GI-105890; 1990-04-05; Coombs; Chinhyun; STUDENT; false
GI-137938; 1986-01-11; Rahier; Sibyl; FULL; false
GI-125688; 1999-03-30; DuCasse; Dietrich; EMERITUS; false
GI-127798; 1996-03-10; Huttel; Leaf; FULL; true
GI-134252; 1996-09-12; Yoshizawa; Xinan; EMERITUS; true
GI-136994; 1988-08-10; Poulakidas; Rosella; FULL; false
GI-117159; 1991-04-15; Arlazarov; Sumali; EMERITUS; true
GI-102544; 1992-12-02; Waeselynck; Sreekrishna; FULL; true
GI-100115; 1986-07-25; Danley; Theirry; FULL; true
GI-121175; 1989-04-28; Coors; Mohan; EMERITUS; false
GI-111451; 1990-09-12; Kenevan; Falguni; FULL; true
GI-123111; 1987-01-17; Aloia; Danil; STUDENT; true
GI-128382; 1990-05-17; Kolvik; Arfst; FULL; true
GI-122230; 1999-09-29; Undy; Yonghoan; FULL; true
